filename,group,image_path,clean
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C045.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C045.jpg,TRUE
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C046.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C046.jpg,FALSE
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C047.jpg,test,/images/test/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C047.jpg,FALSE
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C050.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C050.jpg,FALSE
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C051.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C051.jpg,spider
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C057.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C057.jpg,TRUE
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C058.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C058.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C001.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C001.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C003.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C003.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C010.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C010.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C014.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C014.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C015.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C015.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C016.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C016.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C017.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C017.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C018.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C018.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C026.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C026.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C027.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C027.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C039.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C039.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C040.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C040.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C044.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C044.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C045.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C045.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C046.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C046.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C047.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C047.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C048.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C048.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_C051.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C051.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C054.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C054.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C056.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C056.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_C059.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C059.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C009.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C009.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C010.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C010.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C014.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C014.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C015.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C015.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C016.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C016.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C017.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C017.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C018.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C018.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C026.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C026.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C027.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C027.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C029.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C029.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C039.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C039.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C040.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C040.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C043.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C043.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C045.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C045.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C046.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C046.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C047.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C047.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C048.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C048.jpg,spider
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C051.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C051.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C052.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C052.jpg,FALSE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C054.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C054.jpg,TRUE
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C059.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C059.jpg,spider
Control 0Pa TestName_20201207_141716.316_C002.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C002.jpg,spider
Control 0Pa TestName_20201207_141716.316_C003.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C003.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C007.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C007.jpg,spider
Control 0Pa TestName_20201207_141716.316_C008.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C008.jpg,spider
Control 0Pa TestName_20201207_141716.316_C016.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C016.jpg,spider
Control 0Pa TestName_20201207_141716.316_C022.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_C022.jpg,spider
Control 0Pa TestName_20201207_141716.316_C024.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C024.jpg,spider
Control 0Pa TestName_20201207_141716.316_C026.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C026.jpg,spider
Control 0Pa TestName_20201207_141716.316_C027.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C027.jpg,spider
Control 0Pa TestName_20201207_141716.316_C028.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C028.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C032.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C032.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C033.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C033.jpg,spider
Control 0Pa TestName_20201207_141716.316_C034.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C034.jpg,spider
Control 0Pa TestName_20201207_141716.316_C035.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C035.jpg,spider
Control 0Pa TestName_20201207_141716.316_C036.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C036.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C038.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C038.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C042.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C042.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_C044.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C044.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C045.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C045.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C046.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C046.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C050.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_C050.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C054.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C054.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C056.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C056.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_C057.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C057.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_C059.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C059.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_C060.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C060.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C001.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C001.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C002.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C002.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C004.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C004.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C005.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C005.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C007.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C007.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C008.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C008.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C016.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C016.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C021.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C021.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C023.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C023.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C033.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C033.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C035.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C035.jpg,spider
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C036.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C036.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C037.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C037.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C038.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C038.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C040.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C040.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C042.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C042.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C044.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C044.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C045.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C045.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C048.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C048.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C049.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C049.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C051.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C051.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C052.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C052.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C053.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C053.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C054.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C054.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C056.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C056.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C057.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C057.jpg,TRUE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C058.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C058.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C059.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C059.jpg,FALSE
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C060.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C060.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C001.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C001.jpg,TRUE
Flat cure-oven 0Pa TestName_20201223_135915.494_C004.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C004.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C008.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C008.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C010.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C010.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C014.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C014.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C016.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C016.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C020.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C020.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C021.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C021.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C027.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C027.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C028.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C028.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C029.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C029.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C030.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C030.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C032.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C032.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C034.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C034.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C039.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C039.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C040.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C040.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C042.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C042.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C048.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C048.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C049.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C049.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C052.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C052.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C053.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C053.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C054.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C054.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C055.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C055.jpg,TRUE
Flat cure-oven 0Pa TestName_20201223_135915.494_C056.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C056.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C057.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C057.jpg,TRUE
Flat cure-oven 0Pa TestName_20201223_135915.494_C058.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C058.jpg,spider
Flat cure-oven 0Pa TestName_20201223_135915.494_C059.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C059.jpg,FALSE
Flat cure-oven 0Pa TestName_20201223_135915.494_C060.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C060.jpg,TRUE
