filename,Unnamed: 0,group,image_path,clean
M0416C004100.jpg,69,train,/images/train/M0416C004100.jpg,True
M0416C005100.jpg,70,train,/images/train/M0416C005100.jpg,True
M0416C006100.jpg,71,test,/images/test/M0416C006100.jpg,True
M0416C007100.jpg,72,train,/images/train/M0416C007100.jpg,True
M0416C008100.jpg,73,test,/images/test/M0416C008100.jpg,True
M0416C009100.jpg,74,train,/images/train/M0416C009100.jpg,True
M0416C010100.jpg,75,test,/images/test/M0416C010100.jpg,True
M0416C011100.jpg,76,train,/images/train/M0416C011100.jpg,True
M0416C012100.jpg,77,test,/images/test/M0416C012100.jpg,True
M0416C013100.jpg,78,train,/images/train/M0416C013100.jpg,True
M0416C014100.jpg,79,train,/images/train/M0416C014100.jpg,True
M0416C015100.jpg,80,train,/images/train/M0416C015100.jpg,True
M0416C016100.jpg,81,test,/images/test/M0416C016100.jpg,True
M0416C017100.jpg,82,train,/images/train/M0416C017100.jpg,True
M0416C018100.jpg,83,train,/images/train/M0416C018100.jpg,True
M0416C019100.jpg,84,train,/images/train/M0416C019100.jpg,True
M0416C020100.jpg,85,train,/images/train/M0416C020100.jpg,True
M0416C021100.jpg,86,test,/images/test/M0416C021100.jpg,True
M0416C022100.jpg,87,train,/images/train/M0416C022100.jpg,True
M0416C023100.jpg,88,test,/images/test/M0416C023100.jpg,True
M0416C024100.jpg,89,train,/images/train/M0416C024100.jpg,True
M0416C025100.jpg,90,train,/images/train/M0416C025100.jpg,True
M0416C026100.jpg,91,train,/images/train/M0416C026100.jpg,True
M0416C027100.jpg,92,test,/images/test/M0416C027100.jpg,True
M0416C028100.jpg,93,train,/images/train/M0416C028100.jpg,True
M0416C029100.jpg,94,train,/images/train/M0416C029100.jpg,True
M0416C031100.jpg,95,train,/images/train/M0416C031100.jpg,True
M0416C032100.jpg,96,test,/images/test/M0416C032100.jpg,True
M0416C033100.jpg,97,train,/images/train/M0416C033100.jpg,True
M0416C034100.jpg,98,train,/images/train/M0416C034100.jpg,True
M0416C035100.jpg,99,train,/images/train/M0416C035100.jpg,True
M0416C036100.jpg,100,train,/images/train/M0416C036100.jpg,True
M0416C037100.jpg,101,train,/images/train/M0416C037100.jpg,True
M0416C038100.jpg,102,test,/images/test/M0416C038100.jpg,True
M0416C039100.jpg,103,train,/images/train/M0416C039100.jpg,True
M0416C041100.jpg,104,train,/images/train/M0416C041100.jpg,True
M0416C042100.jpg,105,train,/images/train/M0416C042100.jpg,True
M0416C043100.jpg,106,train,/images/train/M0416C043100.jpg,True
M0416C044100.jpg,107,train,/images/train/M0416C044100.jpg,True
M0416C045100.jpg,108,train,/images/train/M0416C045100.jpg,True
M0416C046100.jpg,109,train,/images/train/M0416C046100.jpg,True
M0416C047100.jpg,110,train,/images/train/M0416C047100.jpg,True
M0416C048100.jpg,111,train,/images/train/M0416C048100.jpg,True
M0416C049100.jpg,112,train,/images/train/M0416C049100.jpg,True
M0416C050100.jpg,113,test,/images/test/M0416C050100.jpg,True
M0416C051100.jpg,114,train,/images/train/M0416C051100.jpg,True
M0416C052100.jpg,115,train,/images/train/M0416C052100.jpg,True
M0416C053100.jpg,116,train,/images/train/M0416C053100.jpg,True
M0416C054100.jpg,117,train,/images/train/M0416C054100.jpg,True
M0416C055100.jpg,118,train,/images/train/M0416C055100.jpg,True
M0416C056100.jpg,119,train,/images/train/M0416C056100.jpg,True
M0416C057100.jpg,120,train,/images/train/M0416C057100.jpg,True
M0416C058100.jpg,121,train,/images/train/M0416C058100.jpg,True
M0416C060100.jpg,122,train,/images/train/M0416C060100.jpg,True
M0416C061100.jpg,123,train,/images/train/M0416C061100.jpg,True
M0416C062100.jpg,124,test,/images/test/M0416C062100.jpg,True
M0417C001100.jpg,125,train,/images/train/M0417C001100.jpg,True
M0417C002100.jpg,126,train,/images/train/M0417C002100.jpg,True
M0417C003100.jpg,127,train,/images/train/M0417C003100.jpg,True
M0417C004100.jpg,128,train,/images/train/M0417C004100.jpg,True
M0417C005100.jpg,129,train,/images/train/M0417C005100.jpg,True
M0417C006100.jpg,130,test,/images/test/M0417C006100.jpg,True
M0417C007100.jpg,131,train,/images/train/M0417C007100.jpg,True
M0417C008100.jpg,132,train,/images/train/M0417C008100.jpg,True
M0417C009100.jpg,133,train,/images/train/M0417C009100.jpg,True
M0417C010100.jpg,134,train,/images/train/M0417C010100.jpg,True
M0417C011100.jpg,135,train,/images/train/M0417C011100.jpg,True
M0417C012100.jpg,136,train,/images/train/M0417C012100.jpg,True
M0417C013100.jpg,137,test,/images/test/M0417C013100.jpg,True
M0417C014100.jpg,138,train,/images/train/M0417C014100.jpg,True
M0417C015100.jpg,139,test,/images/test/M0417C015100.jpg,True
M0417C016100.jpg,140,train,/images/train/M0417C016100.jpg,True
M0417C017100.jpg,141,train,/images/train/M0417C017100.jpg,True
M0417C018100.jpg,142,train,/images/train/M0417C018100.jpg,True
M0417C019100.jpg,143,train,/images/train/M0417C019100.jpg,True
M0417C020100.jpg,144,train,/images/train/M0417C020100.jpg,True
M0417C021100.jpg,145,train,/images/train/M0417C021100.jpg,True
M0417C022100.jpg,146,train,/images/train/M0417C022100.jpg,True
M0417C023100.jpg,147,train,/images/train/M0417C023100.jpg,True
M0417C025100.jpg,148,train,/images/train/M0417C025100.jpg,True
M0417C026100.jpg,149,test,/images/test/M0417C026100.jpg,True
M0417C027100.jpg,150,train,/images/train/M0417C027100.jpg,True
M0417C028100.jpg,151,test,/images/test/M0417C028100.jpg,True
M0417C029100.jpg,152,train,/images/train/M0417C029100.jpg,True
M0417C031100.jpg,153,train,/images/train/M0417C031100.jpg,True
M0417C032100.jpg,154,train,/images/train/M0417C032100.jpg,True
M0417C033100.jpg,155,test,/images/test/M0417C033100.jpg,True
M0417C034100.jpg,156,train,/images/train/M0417C034100.jpg,True
M0417C035100.jpg,157,test,/images/test/M0417C035100.jpg,True
M0417C036100.jpg,158,train,/images/train/M0417C036100.jpg,True
M0417C037100.jpg,159,train,/images/train/M0417C037100.jpg,True
M0417C038100.jpg,160,train,/images/train/M0417C038100.jpg,True
M0417C039100.jpg,161,test,/images/test/M0417C039100.jpg,True
M0417C041100.jpg,162,train,/images/train/M0417C041100.jpg,True
M0417C042100.jpg,163,train,/images/train/M0417C042100.jpg,True
M0417C043100.jpg,164,test,/images/test/M0417C043100.jpg,True
M0417C044100.jpg,165,test,/images/test/M0417C044100.jpg,True
M0417C045100.jpg,166,train,/images/train/M0417C045100.jpg,True
M0417C046100.jpg,167,test,/images/test/M0417C046100.jpg,True
M0417C047100.jpg,168,train,/images/train/M0417C047100.jpg,True
M0417C048100.jpg,169,test,/images/test/M0417C048100.jpg,True
M0417C049100.jpg,170,test,/images/test/M0417C049100.jpg,True
M0417C050100.jpg,171,test,/images/test/M0417C050100.jpg,True
M0417C051100.jpg,172,train,/images/train/M0417C051100.jpg,True
M0417C052100.jpg,173,test,/images/test/M0417C052100.jpg,True
M0417C053100.jpg,174,train,/images/train/M0417C053100.jpg,True
M0417C054100.jpg,175,train,/images/train/M0417C054100.jpg,True
M0417C055100.jpg,176,train,/images/train/M0417C055100.jpg,True
M0417C056100.jpg,177,train,/images/train/M0417C056100.jpg,True
M0417C057100.jpg,178,test,/images/test/M0417C057100.jpg,True
M0417C058100.jpg,179,train,/images/train/M0417C058100.jpg,True
M0417C059100.jpg,180,train,/images/train/M0417C059100.jpg,True
M0417C060100.jpg,181,train,/images/train/M0417C060100.jpg,True
M0417C061100.jpg,182,train,/images/train/M0417C061100.jpg,True
M0417C062100.jpg,183,train,/images/train/M0417C062100.jpg,True
M0418C001100.jpg,184,train,/images/train/M0418C001100.jpg,True
M0418C002100.jpg,185,train,/images/train/M0418C002100.jpg,True
M0418C003100.jpg,186,train,/images/train/M0418C003100.jpg,True
M0418C004100.jpg,187,train,/images/train/M0418C004100.jpg,True
M0418C005100.jpg,188,train,/images/train/M0418C005100.jpg,True
M0418C006100.jpg,189,train,/images/train/M0418C006100.jpg,True
M0418C008100.jpg,190,train,/images/train/M0418C008100.jpg,True
M0418C009100.jpg,191,train,/images/train/M0418C009100.jpg,True
M0418C010100.jpg,192,train,/images/train/M0418C010100.jpg,True
M0418C011100.jpg,193,train,/images/train/M0418C011100.jpg,True
M0418C016100.jpg,194,train,/images/train/M0418C016100.jpg,True
M0418C017100.jpg,195,train,/images/train/M0418C017100.jpg,True
M0418C018100.jpg,196,test,/images/test/M0418C018100.jpg,True
M0418C019100.jpg,197,train,/images/train/M0418C019100.jpg,True
M0418C021100.jpg,198,test,/images/test/M0418C021100.jpg,True
M0418C022100.jpg,199,train,/images/train/M0418C022100.jpg,True
M0418C023100.jpg,200,train,/images/train/M0418C023100.jpg,True
M0418C024100.jpg,201,train,/images/train/M0418C024100.jpg,True
M0418C025100.jpg,202,train,/images/train/M0418C025100.jpg,True
M0418C027100.jpg,203,train,/images/train/M0418C027100.jpg,True
M0418C028100.jpg,204,train,/images/train/M0418C028100.jpg,True
M0418C029100.jpg,205,train,/images/train/M0418C029100.jpg,True
M0418C031100.jpg,206,test,/images/test/M0418C031100.jpg,True
M0418C033100.jpg,207,train,/images/train/M0418C033100.jpg,True
M0418C034100.jpg,208,train,/images/train/M0418C034100.jpg,True
M0418C035100.jpg,209,train,/images/train/M0418C035100.jpg,True
M0418C036100.jpg,210,train,/images/train/M0418C036100.jpg,True
M0418C037100.jpg,211,train,/images/train/M0418C037100.jpg,True
M0418C038100.jpg,212,train,/images/train/M0418C038100.jpg,True
M0418C039100.jpg,213,train,/images/train/M0418C039100.jpg,True
M0418C041100.jpg,214,train,/images/train/M0418C041100.jpg,True
M0418C042100.jpg,215,train,/images/train/M0418C042100.jpg,True
M0418C043100.jpg,216,train,/images/train/M0418C043100.jpg,True
M0418C044100.jpg,217,train,/images/train/M0418C044100.jpg,True
M0418C045100.jpg,218,train,/images/train/M0418C045100.jpg,True
M0418C047100.jpg,219,train,/images/train/M0418C047100.jpg,True
M0418C049100.jpg,220,test,/images/test/M0418C049100.jpg,True
M0418C050100.jpg,221,test,/images/test/M0418C050100.jpg,True
M0418C051100.jpg,222,test,/images/test/M0418C051100.jpg,True
M0418C052100.jpg,223,train,/images/train/M0418C052100.jpg,True
M0418C053100.jpg,224,train,/images/train/M0418C053100.jpg,True
M0418C054100.jpg,225,train,/images/train/M0418C054100.jpg,True
M0418C055100.jpg,226,train,/images/train/M0418C055100.jpg,True
M0418C056100.jpg,227,train,/images/train/M0418C056100.jpg,True
M0418C057100.jpg,228,train,/images/train/M0418C057100.jpg,True
M0418C058100.jpg,229,train,/images/train/M0418C058100.jpg,True
M0418C059100.jpg,230,train,/images/train/M0418C059100.jpg,True
M0418C060100.jpg,231,train,/images/train/M0418C060100.jpg,True
M0418C061100.jpg,232,train,/images/train/M0418C061100.jpg,True
M0418C062100.jpg,233,train,/images/train/M0418C062100.jpg,True
M0419C001100.jpg,234,train,/images/train/M0419C001100.jpg,True
M0419C002100.jpg,235,train,/images/train/M0419C002100.jpg,True
M0419C003100.jpg,236,train,/images/train/M0419C003100.jpg,True
M0419C004100.jpg,237,train,/images/train/M0419C004100.jpg,True
M0419C005100.jpg,238,test,/images/test/M0419C005100.jpg,True
M0419C006100.jpg,239,train,/images/train/M0419C006100.jpg,True
M0419C007100.jpg,240,train,/images/train/M0419C007100.jpg,True
M0419C008100.jpg,241,train,/images/train/M0419C008100.jpg,True
M0419C009100.jpg,242,train,/images/train/M0419C009100.jpg,True
M0419C010100.jpg,243,train,/images/train/M0419C010100.jpg,True
M0419C012100.jpg,244,train,/images/train/M0419C012100.jpg,True
M0419C014100.jpg,245,train,/images/train/M0419C014100.jpg,True
M0419C015100.jpg,246,train,/images/train/M0419C015100.jpg,True
M0419C016100.jpg,247,train,/images/train/M0419C016100.jpg,True
M0419C017100.jpg,248,test,/images/test/M0419C017100.jpg,True
M0419C018100.jpg,249,train,/images/train/M0419C018100.jpg,True
M0419C019100.jpg,250,train,/images/train/M0419C019100.jpg,True
M0419C020100.jpg,251,test,/images/test/M0419C020100.jpg,True
M0419C021100.jpg,252,train,/images/train/M0419C021100.jpg,True
M0419C022100.jpg,253,train,/images/train/M0419C022100.jpg,True
M0419C023100.jpg,254,train,/images/train/M0419C023100.jpg,True
M0419C024100.jpg,255,test,/images/test/M0419C024100.jpg,True
M0419C025100.jpg,256,train,/images/train/M0419C025100.jpg,True
M0419C026100.jpg,257,test,/images/test/M0419C026100.jpg,True
M0419C027100.jpg,258,train,/images/train/M0419C027100.jpg,True
M0419C028100.jpg,259,test,/images/test/M0419C028100.jpg,True
M0419C029100.jpg,260,train,/images/train/M0419C029100.jpg,True
M0419C031100.jpg,261,train,/images/train/M0419C031100.jpg,True
M0419C032100.jpg,262,train,/images/train/M0419C032100.jpg,True
M0419C033100.jpg,263,test,/images/test/M0419C033100.jpg,True
M0419C034100.jpg,264,train,/images/train/M0419C034100.jpg,True
M0419C036100.jpg,265,test,/images/test/M0419C036100.jpg,True
M0419C037100.jpg,266,test,/images/test/M0419C037100.jpg,True
M0419C038100.jpg,267,train,/images/train/M0419C038100.jpg,True
M0419C039100.jpg,268,train,/images/train/M0419C039100.jpg,True
M0419C041100.jpg,269,train,/images/train/M0419C041100.jpg,True
M0419C042100.jpg,270,train,/images/train/M0419C042100.jpg,True
M0419C043100.jpg,271,train,/images/train/M0419C043100.jpg,True
M0419C044100.jpg,272,train,/images/train/M0419C044100.jpg,True
M0419C045100.jpg,273,train,/images/train/M0419C045100.jpg,True
M0419C046100.jpg,274,train,/images/train/M0419C046100.jpg,True
M0419C047100.jpg,275,train,/images/train/M0419C047100.jpg,True
M0419C048100.jpg,276,train,/images/train/M0419C048100.jpg,True
M0419C049100.jpg,277,train,/images/train/M0419C049100.jpg,True
M0419C050100.jpg,278,train,/images/train/M0419C050100.jpg,True
M0419C051100.jpg,279,train,/images/train/M0419C051100.jpg,True
M0419C052100.jpg,280,test,/images/test/M0419C052100.jpg,True
M0419C053100.jpg,281,train,/images/train/M0419C053100.jpg,True
M0419C054100.jpg,282,test,/images/test/M0419C054100.jpg,True
M0419C055100.jpg,283,train,/images/train/M0419C055100.jpg,True
M0419C056100.jpg,284,train,/images/train/M0419C056100.jpg,True
M0419C057100.jpg,285,test,/images/test/M0419C057100.jpg,True
M0419C058100.jpg,286,train,/images/train/M0419C058100.jpg,True
M0419C059100.jpg,287,test,/images/test/M0419C059100.jpg,True
M0419C060100.jpg,288,test,/images/test/M0419C060100.jpg,True
M0419C061100.jpg,289,train,/images/train/M0419C061100.jpg,True
M0419C062100.jpg,290,train,/images/train/M0419C062100.jpg,True
M0420C001100.jpg,291,train,/images/train/M0420C001100.jpg,True
M0420C002100.jpg,292,train,/images/train/M0420C002100.jpg,True
M0420C003100.jpg,293,train,/images/train/M0420C003100.jpg,True
M0420C004100.jpg,294,test,/images/test/M0420C004100.jpg,True
M0420C005100.jpg,295,train,/images/train/M0420C005100.jpg,True
M0420C006100.jpg,296,train,/images/train/M0420C006100.jpg,True
M0420C007100.jpg,297,train,/images/train/M0420C007100.jpg,True
M0420C008100.jpg,298,train,/images/train/M0420C008100.jpg,True
M0420C009100.jpg,299,train,/images/train/M0420C009100.jpg,True
M0420C010100.jpg,300,train,/images/train/M0420C010100.jpg,True
M0420C011100.jpg,301,train,/images/train/M0420C011100.jpg,True
M0420C012100.jpg,302,train,/images/train/M0420C012100.jpg,True
M0420C013100.jpg,303,test,/images/test/M0420C013100.jpg,True
M0420C014100.jpg,304,train,/images/train/M0420C014100.jpg,True
M0420C015100.jpg,305,train,/images/train/M0420C015100.jpg,True
M0420C016100.jpg,306,train,/images/train/M0420C016100.jpg,True
M0420C017100.jpg,307,test,/images/test/M0420C017100.jpg,True
M0420C018100.jpg,308,train,/images/train/M0420C018100.jpg,True
M0420C019100.jpg,309,train,/images/train/M0420C019100.jpg,True
M0420C020100.jpg,310,train,/images/train/M0420C020100.jpg,True
M0420C021100.jpg,311,train,/images/train/M0420C021100.jpg,True
M0420C022100.jpg,312,train,/images/train/M0420C022100.jpg,True
M0420C023100.jpg,313,train,/images/train/M0420C023100.jpg,True
M0420C024100.jpg,314,train,/images/train/M0420C024100.jpg,True
M0420C025100.jpg,315,train,/images/train/M0420C025100.jpg,True
M0420C026100.jpg,316,train,/images/train/M0420C026100.jpg,True
M0420C027100.jpg,317,train,/images/train/M0420C027100.jpg,True
M0420C028100.jpg,318,train,/images/train/M0420C028100.jpg,True
M0420C029100.jpg,319,train,/images/train/M0420C029100.jpg,True
M0420C031100.jpg,320,train,/images/train/M0420C031100.jpg,True
M0420C032100.jpg,321,train,/images/train/M0420C032100.jpg,True
M0420C033100.jpg,322,train,/images/train/M0420C033100.jpg,True
M0420C034100.jpg,323,test,/images/test/M0420C034100.jpg,True
M0420C035100.jpg,324,train,/images/train/M0420C035100.jpg,True
M0420C036100.jpg,325,train,/images/train/M0420C036100.jpg,True
M0420C037100.jpg,326,train,/images/train/M0420C037100.jpg,True
M0420C038100.jpg,327,train,/images/train/M0420C038100.jpg,True
M0420C039100.jpg,328,test,/images/test/M0420C039100.jpg,True
M0420C041100.jpg,329,train,/images/train/M0420C041100.jpg,True
M0420C042100.jpg,330,train,/images/train/M0420C042100.jpg,True
M0420C043100.jpg,331,train,/images/train/M0420C043100.jpg,True
M0420C044100.jpg,332,train,/images/train/M0420C044100.jpg,True
M0420C045100.jpg,333,test,/images/test/M0420C045100.jpg,True
M0420C046100.jpg,334,train,/images/train/M0420C046100.jpg,True
M0420C048100.jpg,335,train,/images/train/M0420C048100.jpg,True
M0420C049100.jpg,336,train,/images/train/M0420C049100.jpg,True
M0420C050100.jpg,337,train,/images/train/M0420C050100.jpg,True
M0420C051100.jpg,338,train,/images/train/M0420C051100.jpg,True
M0420C052100.jpg,339,test,/images/test/M0420C052100.jpg,True
M0420C053100.jpg,340,train,/images/train/M0420C053100.jpg,True
M0420C054100.jpg,341,test,/images/test/M0420C054100.jpg,True
M0420C055100.jpg,342,train,/images/train/M0420C055100.jpg,True
M0420C056100.jpg,343,train,/images/train/M0420C056100.jpg,True
M0420C057100.jpg,344,test,/images/test/M0420C057100.jpg,True
M0420C058100.jpg,345,train,/images/train/M0420C058100.jpg,True
M0420C059100.jpg,346,test,/images/test/M0420C059100.jpg,True
M0420C060100.jpg,347,test,/images/test/M0420C060100.jpg,True
M0420C061100.jpg,348,test,/images/test/M0420C061100.jpg,True
M0420C062100.jpg,349,train,/images/train/M0420C062100.jpg,True
M0421C001100.jpg,350,train,/images/train/M0421C001100.jpg,True
M0421C002100.jpg,351,test,/images/test/M0421C002100.jpg,True
M0421C003100.jpg,352,train,/images/train/M0421C003100.jpg,True
M0421C004100.jpg,353,test,/images/test/M0421C004100.jpg,True
M0421C005100.jpg,354,train,/images/train/M0421C005100.jpg,True
M0421C006100.jpg,355,train,/images/train/M0421C006100.jpg,True
M0421C007100.jpg,356,test,/images/test/M0421C007100.jpg,True
M0421C008100.jpg,357,train,/images/train/M0421C008100.jpg,True
M0421C009100.jpg,358,test,/images/test/M0421C009100.jpg,True
M0421C010100.jpg,359,train,/images/train/M0421C010100.jpg,True
M0421C011100.jpg,360,train,/images/train/M0421C011100.jpg,True
M0421C012100.jpg,361,train,/images/train/M0421C012100.jpg,True
M0421C013100.jpg,362,train,/images/train/M0421C013100.jpg,True
M0421C016100.jpg,363,train,/images/train/M0421C016100.jpg,True
M0421C017100.jpg,364,train,/images/train/M0421C017100.jpg,True
M0421C018100.jpg,365,train,/images/train/M0421C018100.jpg,True
M0421C019100.jpg,366,train,/images/train/M0421C019100.jpg,True
M0421C020100.jpg,367,train,/images/train/M0421C020100.jpg,True
M0421C021100.jpg,368,train,/images/train/M0421C021100.jpg,True
M0421C022100.jpg,369,test,/images/test/M0421C022100.jpg,True
M0421C023100.jpg,370,train,/images/train/M0421C023100.jpg,True
M0421C024100.jpg,371,test,/images/test/M0421C024100.jpg,True
M0421C025100.jpg,372,train,/images/train/M0421C025100.jpg,True
M0421C026100.jpg,373,train,/images/train/M0421C026100.jpg,True
M0421C027100.jpg,374,test,/images/test/M0421C027100.jpg,True
M0421C028100.jpg,375,test,/images/test/M0421C028100.jpg,True
M0421C031100.jpg,376,test,/images/test/M0421C031100.jpg,True
M0421C032100.jpg,377,train,/images/train/M0421C032100.jpg,True
M0421C033100.jpg,378,train,/images/train/M0421C033100.jpg,True
M0421C034100.jpg,379,train,/images/train/M0421C034100.jpg,True
M0421C035100.jpg,380,train,/images/train/M0421C035100.jpg,True
M0421C036100.jpg,381,train,/images/train/M0421C036100.jpg,True
M0421C037100.jpg,382,train,/images/train/M0421C037100.jpg,True
M0421C038100.jpg,383,train,/images/train/M0421C038100.jpg,True
M0421C041100.jpg,384,test,/images/test/M0421C041100.jpg,True
M0421C042100.jpg,385,train,/images/train/M0421C042100.jpg,True
M0421C043100.jpg,386,train,/images/train/M0421C043100.jpg,True
M0421C044100.jpg,387,train,/images/train/M0421C044100.jpg,True
M0421C045100.jpg,388,train,/images/train/M0421C045100.jpg,True
M0421C046100.jpg,389,train,/images/train/M0421C046100.jpg,True
M0421C047100.jpg,390,test,/images/test/M0421C047100.jpg,True
M0421C048100.jpg,391,test,/images/test/M0421C048100.jpg,True
M0421C050100.jpg,392,train,/images/train/M0421C050100.jpg,True
M0421C051100.jpg,393,train,/images/train/M0421C051100.jpg,True
M0421C052100.jpg,394,train,/images/train/M0421C052100.jpg,True
M0421C053100.jpg,395,train,/images/train/M0421C053100.jpg,True
M0421C054100.jpg,396,test,/images/test/M0421C054100.jpg,True
M0421C055100.jpg,397,train,/images/train/M0421C055100.jpg,True
M0421C056100.jpg,398,train,/images/train/M0421C056100.jpg,True
M0421C057100.jpg,399,train,/images/train/M0421C057100.jpg,True
M0421C058100.jpg,400,test,/images/test/M0421C058100.jpg,True
M0421C059100.jpg,401,test,/images/test/M0421C059100.jpg,True
M0421C060100.jpg,402,train,/images/train/M0421C060100.jpg,True
M0421C061100.jpg,403,train,/images/train/M0421C061100.jpg,True
M0421C062100.jpg,404,train,/images/train/M0421C062100.jpg,True
M0422C001100.jpg,405,train,/images/train/M0422C001100.jpg,True
M0422C002100.jpg,406,train,/images/train/M0422C002100.jpg,True
M0422C003100.jpg,407,test,/images/test/M0422C003100.jpg,True
M0422C004100.jpg,408,train,/images/train/M0422C004100.jpg,True
M0422C005100.jpg,409,train,/images/train/M0422C005100.jpg,True
M0422C006100.jpg,410,train,/images/train/M0422C006100.jpg,True
M0422C008100.jpg,411,train,/images/train/M0422C008100.jpg,True
M0422C009100.jpg,412,test,/images/test/M0422C009100.jpg,True
M0422C010100.jpg,413,train,/images/train/M0422C010100.jpg,True
M0422C011100.jpg,414,train,/images/train/M0422C011100.jpg,True
M0422C012100.jpg,415,train,/images/train/M0422C012100.jpg,True
M0422C013100.jpg,416,train,/images/train/M0422C013100.jpg,True
M0422C014100.jpg,417,train,/images/train/M0422C014100.jpg,True
M0422C015100.jpg,418,train,/images/train/M0422C015100.jpg,True
M0422C016100.jpg,419,test,/images/test/M0422C016100.jpg,True
M0422C017100.jpg,420,train,/images/train/M0422C017100.jpg,True
M0422C018100.jpg,421,train,/images/train/M0422C018100.jpg,True
