filename,group,image_path,clean
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C037.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C037.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C040.jpg,test,/images/test/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C040.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C042.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C042.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C046.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C046.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C050.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C050.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C051.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C051.jpg,True
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C052.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C052.jpg,False
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C057.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C057.jpg,True
Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C059.jpg,train,/images/train/Bent Cure 0Pa TestName_20201222_165250.586_output_20201228_123225_C059.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C001.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C001.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C003.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C003.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C010.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C010.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C019.jpg,test,/images/test/Bent+120C_relax 0Pa TestName_20201223_133015.673_C019.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C023.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C023.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C026.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C026.jpg,True
Bent+120C_relax 0Pa TestName_20201223_133015.673_C031.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C031.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_C043.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_C043.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C001.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C001.jpg,True
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C003.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C003.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C007.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C007.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C010.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C010.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C019.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C019.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C023.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C023.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C026.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C026.jpg,True
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C031.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C031.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C042.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C042.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C051.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C051.jpg,True
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C052.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C052.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C056.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C056.jpg,False
Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C058.jpg,train,/images/train/Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C058.jpg,False
Control 0Pa TestName_20201207_141716.316_C019.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C019.jpg,False
Control 0Pa TestName_20201207_141716.316_C024.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C024.jpg,False
Control 0Pa TestName_20201207_141716.316_C025.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C025.jpg,False
Control 0Pa TestName_20201207_141716.316_C040.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C040.jpg,False
Control 0Pa TestName_20201207_141716.316_C041.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C041.jpg,False
Control 0Pa TestName_20201207_141716.316_C049.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C049.jpg,False
Control 0Pa TestName_20201207_141716.316_C050.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_C050.jpg,True
Control 0Pa TestName_20201207_141716.316_C054.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C054.jpg,False
Control 0Pa TestName_20201207_141716.316_C056.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_C056.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C003.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C003.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C009.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C009.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C017.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C017.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C018.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C018.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C019.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C019.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C022.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C022.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C024.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C025.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C025.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C026.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C027.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C027.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C028.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C028.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C032.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C034.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C034.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C041.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C041.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C043.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C043.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C046.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C050.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C050.jpg,True
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C055.jpg,train,/images/train/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C055.jpg,False
Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C056.jpg,test,/images/test/Control 0Pa TestName_20201207_141716.316_output_20201228_123306_altered_C056.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C009.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C009.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C010.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C010.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C011.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C011.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C012.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C012.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C017.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C017.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C019.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C019.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C030.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C030.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C035.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C035.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C038.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C038.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C039.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C039.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C052.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C052.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C055.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C055.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C057.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_C057.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C058.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C058.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_C060.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_C060.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C003.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C003.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C006.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C006.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C007.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C007.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C009.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C009.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C010.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C010.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C011.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C011.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C012.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C012.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C017.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C017.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C020.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C020.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C030.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C030.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C034.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C034.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C037.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C037.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C051.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C051.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C054.jpg,test,/images/test/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C054.jpg,False
Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C060.jpg,train,/images/train/Flat cure-oven 0Pa TestName_20201223_135915.494_output_20201228_123323_C060.jpg,False
M0004C005000.jpg,train,/images/train/M0004C005000.jpg,False
M0004C018000.jpg,train,/images/train/M0004C018000.jpg,True
M0007C037010.jpg,train,/images/train/M0007C037010.jpg,False
M0008C020000.jpg,test,/images/test/M0008C020000.jpg,True
M0132C045000.jpg,train,/images/train/M0132C045000.jpg,True
M0138C012100.jpg,test,/images/test/M0138C012100.jpg,True
M0138C014100.jpg,test,/images/test/M0138C014100.jpg,True
M0138C015100.jpg,train,/images/train/M0138C015100.jpg,True
M0138C016100.jpg,train,/images/train/M0138C016100.jpg,True
M0138C018100.jpg,train,/images/train/M0138C018100.jpg,False
M0138C027100.jpg,train,/images/train/M0138C027100.jpg,True
M0138C033100.jpg,train,/images/train/M0138C033100.jpg,False
M0138C036100.jpg,test,/images/test/M0138C036100.jpg,False
M0138C039100.jpg,train,/images/train/M0138C039100.jpg,False
M0138C046100.jpg,train,/images/train/M0138C046100.jpg,True
M0140C003100.jpg,train,/images/train/M0140C003100.jpg,False
M0140C014100.jpg,train,/images/train/M0140C014100.jpg,True
M0140C024100.jpg,train,/images/train/M0140C024100.jpg,True
M0140C027100.jpg,train,/images/train/M0140C027100.jpg,True
M0140C028100.jpg,test,/images/test/M0140C028100.jpg,False
M0140C043100.jpg,train,/images/train/M0140C043100.jpg,True
M0140C044100.jpg,train,/images/train/M0140C044100.jpg,False
M0140C045100.jpg,train,/images/train/M0140C045100.jpg,False
M0150C054000.jpg,train,/images/train/M0150C054000.jpg,True
M0152C004110.jpg,train,/images/train/M0152C004110.jpg,False
M0152C012110.jpg,test,/images/test/M0152C012110.jpg,True
M0152C014110.jpg,train,/images/train/M0152C014110.jpg,True
M0152C015110.jpg,train,/images/train/M0152C015110.jpg,True
M0152C016110.jpg,train,/images/train/M0152C016110.jpg,True
M0152C018110.jpg,train,/images/train/M0152C018110.jpg,False
M0152C027110.jpg,train,/images/train/M0152C027110.jpg,True
M0152C033110.jpg,test,/images/test/M0152C033110.jpg,False
M0152C036110.jpg,train,/images/train/M0152C036110.jpg,True
M0152C039110.jpg,train,/images/train/M0152C039110.jpg,False
M0152C048110.jpg,train,/images/train/M0152C048110.jpg,True
M0152C049110.jpg,train,/images/train/M0152C049110.jpg,True
M0152C059110.jpg,train,/images/train/M0152C059110.jpg,True
M0153C014110.jpg,train,/images/train/M0153C014110.jpg,True
M0153C024110.jpg,train,/images/train/M0153C024110.jpg,True
M0153C027110.jpg,train,/images/train/M0153C027110.jpg,True
M0153C033110.jpg,train,/images/train/M0153C033110.jpg,False
M0153C043110.jpg,train,/images/train/M0153C043110.jpg,True
M0153C044110.jpg,test,/images/test/M0153C044110.jpg,False
M0153C045110.jpg,train,/images/train/M0153C045110.jpg,False
M0153C057110.jpg,test,/images/test/M0153C057110.jpg,False
M0161C014100.jpg,train,/images/train/M0161C014100.jpg,True
M0161C028100.jpg,train,/images/train/M0161C028100.jpg,False
M0161C044100.jpg,train,/images/train/M0161C044100.jpg,False
M0161C045100.jpg,test,/images/test/M0161C045100.jpg,True
M0161C046100.jpg,train,/images/train/M0161C046100.jpg,True
M0161C054100.jpg,train,/images/train/M0161C054100.jpg,True
M0164C038000.jpg,test,/images/test/M0164C038000.jpg,True
M0165C016000.jpg,train,/images/train/M0165C016000.jpg,True
M0181C015100.jpg,test,/images/test/M0181C015100.jpg,True
M0184C048100.jpg,train,/images/train/M0184C048100.jpg,True
M0281C016100.jpg,train,/images/train/M0281C016100.jpg,True
M0281C017100.jpg,train,/images/train/M0281C017100.jpg,False
M0309C013100.jpg,train,/images/train/M0309C013100.jpg,True
M0309C047100.jpg,train,/images/train/M0309C047100.jpg,True
M0313C034000.jpg,train,/images/train/M0313C034000.jpg,False
M0334C003100.jpg,train,/images/train/M0334C003100.jpg,True
M0334C005100.jpg,train,/images/train/M0334C005100.jpg,True
M0334C009100.jpg,train,/images/train/M0334C009100.jpg,True
M0334C023100.jpg,train,/images/train/M0334C023100.jpg,True
M0334C035100.jpg,train,/images/train/M0334C035100.jpg,True
M0334C046100.jpg,train,/images/train/M0334C046100.jpg,False
M0335C003100.jpg,test,/images/test/M0335C003100.jpg,True
M0335C005100.jpg,test,/images/test/M0335C005100.jpg,True
M0335C009100.jpg,train,/images/train/M0335C009100.jpg,True
M0335C011100.jpg,train,/images/train/M0335C011100.jpg,True
M0335C023100.jpg,test,/images/test/M0335C023100.jpg,True
M0335C030100.jpg,test,/images/test/M0335C030100.jpg,True
M0335C035100.jpg,train,/images/train/M0335C035100.jpg,True
M0335C038100.jpg,train,/images/train/M0335C038100.jpg,True
M0335C039100.jpg,train,/images/train/M0335C039100.jpg,True
M0335C042100.jpg,train,/images/train/M0335C042100.jpg,True
M0335C047100.jpg,train,/images/train/M0335C047100.jpg,True
M0335C052100.jpg,train,/images/train/M0335C052100.jpg,False
M0335C055100.jpg,train,/images/train/M0335C055100.jpg,True
M0336C045100.jpg,train,/images/train/M0336C045100.jpg,False
M0337C027100.jpg,train,/images/train/M0337C027100.jpg,False
M0338C022100.jpg,train,/images/train/M0338C022100.jpg,True
M0338C026100.jpg,test,/images/test/M0338C026100.jpg,False
M0338C027100.jpg,train,/images/train/M0338C027100.jpg,True
M0338C032100.jpg,train,/images/train/M0338C032100.jpg,True
M0339C012100.jpg,train,/images/train/M0339C012100.jpg,True
M0339C024100.jpg,train,/images/train/M0339C024100.jpg,True
M0339C026100.jpg,test,/images/test/M0339C026100.jpg,False
M0339C027100.jpg,train,/images/train/M0339C027100.jpg,True
M0339C028100.jpg,train,/images/train/M0339C028100.jpg,False
M0339C029100.jpg,train,/images/train/M0339C029100.jpg,False
M0339C042100.jpg,train,/images/train/M0339C042100.jpg,True
M0339C044100.jpg,train,/images/train/M0339C044100.jpg,False
M0339C045100.jpg,train,/images/train/M0339C045100.jpg,True
M0339C047100.jpg,train,/images/train/M0339C047100.jpg,False
M0339C049100.jpg,test,/images/test/M0339C049100.jpg,False
M0339C050100.jpg,train,/images/train/M0339C050100.jpg,False
M0339C052100.jpg,test,/images/test/M0339C052100.jpg,False
M0357C045000.jpg,train,/images/train/M0357C045000.jpg,False
M0357C047000.jpg,train,/images/train/M0357C047000.jpg,False
M0358C012000.jpg,train,/images/train/M0358C012000.jpg,False
M0358C040000.jpg,train,/images/train/M0358C040000.jpg,False
M0359C029000.jpg,train,/images/train/M0359C029000.jpg,False
M0359C039000.jpg,train,/images/train/M0359C039000.jpg,False
M0359C046000.jpg,train,/images/train/M0359C046000.jpg,False
M0359C049000.jpg,train,/images/train/M0359C049000.jpg,False
M0360C013000.jpg,train,/images/train/M0360C013000.jpg,True
M0360C046000.jpg,test,/images/test/M0360C046000.jpg,True
M0361C002000.jpg,train,/images/train/M0361C002000.jpg,True
M0361C012000.jpg,train,/images/train/M0361C012000.jpg,True
M0361C014000.jpg,train,/images/train/M0361C014000.jpg,True
M0361C017000.jpg,test,/images/test/M0361C017000.jpg,True
M0361C018000.jpg,train,/images/train/M0361C018000.jpg,True
M0361C019000.jpg,train,/images/train/M0361C019000.jpg,True
M0361C020000.jpg,test,/images/test/M0361C020000.jpg,True
M0361C025000.jpg,train,/images/train/M0361C025000.jpg,True
M0361C026000.jpg,test,/images/test/M0361C026000.jpg,True
M0361C027000.jpg,train,/images/train/M0361C027000.jpg,True
M0361C032000.jpg,train,/images/train/M0361C032000.jpg,True
M0361C033000.jpg,test,/images/test/M0361C033000.jpg,True
M0361C035000.jpg,train,/images/train/M0361C035000.jpg,True
M0361C036000.jpg,test,/images/test/M0361C036000.jpg,True
M0361C050000.jpg,test,/images/test/M0361C050000.jpg,True
M0361C060000.jpg,train,/images/train/M0361C060000.jpg,True
M0362C001000.jpg,train,/images/train/M0362C001000.jpg,True
M0362C003000.jpg,train,/images/train/M0362C003000.jpg,True
M0362C009000.jpg,train,/images/train/M0362C009000.jpg,True
M0362C011000.jpg,train,/images/train/M0362C011000.jpg,True
M0362C012000.jpg,train,/images/train/M0362C012000.jpg,True
M0362C013000.jpg,train,/images/train/M0362C013000.jpg,True
M0362C014000.jpg,train,/images/train/M0362C014000.jpg,True
M0362C015000.jpg,test,/images/test/M0362C015000.jpg,True
M0362C016000.jpg,train,/images/train/M0362C016000.jpg,True
M0362C018000.jpg,train,/images/train/M0362C018000.jpg,True
M0362C022000.jpg,train,/images/train/M0362C022000.jpg,True
M0362C023000.jpg,train,/images/train/M0362C023000.jpg,True
M0362C044000.jpg,train,/images/train/M0362C044000.jpg,False
M0362C047000.jpg,train,/images/train/M0362C047000.jpg,True
M0362C048000.jpg,train,/images/train/M0362C048000.jpg,True
M0362C049000.jpg,train,/images/train/M0362C049000.jpg,False
M0362C050000.jpg,train,/images/train/M0362C050000.jpg,True
M0362C058000.jpg,train,/images/train/M0362C058000.jpg,True
M0362C060000.jpg,train,/images/train/M0362C060000.jpg,True
M0363C013000.jpg,train,/images/train/M0363C013000.jpg,True
M0363C014000.jpg,train,/images/train/M0363C014000.jpg,True
M0363C015000.jpg,test,/images/test/M0363C015000.jpg,True
M0363C017000.jpg,train,/images/train/M0363C017000.jpg,True
M0363C018000.jpg,train,/images/train/M0363C018000.jpg,True
M0363C019000.jpg,train,/images/train/M0363C019000.jpg,True
M0363C026000.jpg,train,/images/train/M0363C026000.jpg,True
M0363C027000.jpg,train,/images/train/M0363C027000.jpg,True
M0363C034000.jpg,train,/images/train/M0363C034000.jpg,True
M0363C035000.jpg,test,/images/test/M0363C035000.jpg,True
M0363C036000.jpg,test,/images/test/M0363C036000.jpg,True
M0363C045000.jpg,train,/images/train/M0363C045000.jpg,True
M0363C049000.jpg,train,/images/train/M0363C049000.jpg,True
M0363C060000.jpg,train,/images/train/M0363C060000.jpg,True
M0364C001000.jpg,train,/images/train/M0364C001000.jpg,True
M0364C004000.jpg,test,/images/test/M0364C004000.jpg,True
M0364C006000.jpg,test,/images/test/M0364C006000.jpg,True
